-1. -1.  1.  1. -1.  0.  0.  0.  0., 0.5965
-1. -1.  1.  1. -1.  1. -1.  0.  0., 1
-1.  0.  0.  1.  0.  0.  0. -1.  0., 0.5965
-1.  1. -1.  1.  0.  0.  0. -1.  0., 0.5965
-1.  1. -1.  1.  1. -1.  0. -1.  0., 3
-1. -1.  0.  1.  0.  0.  0.  0.  0., 0.594
-1. -1.  1.  1.  0. -1.  0.  0.  0., 18.0
-1. -1.  1.  1.  1. -1. -1.  0.  0., 3
-1. -1.  0.  0.  1.  0.  0.  0.  0., 0.5965
-1. -1.  1. -1.  1.  0.  0.  0.  0., 1
-1.  0.  0.  0.  1.  0.  0. -1.  0., 0.594
-1.  1. -1.  0.  1.  0.  0. -1.  0., 0.594
-1.  1. -1.  1.  1.  0. -1. -1.  0., 1
-1.  0.  0.  0.  0.  1.  0. -1.  0., 18.0
-1.  1. -1.  0.  0.  1.  0. -1.  0., 18.0
-1.  1. -1.  1. -1.  1.  0. -1.  0., -1
-1.  0.  1.  0.  0. -1.  0.  0.  0., 0.5979
-1.  1.  1.  0. -1. -1.  0.  0.  0., -0.0914
-1.  1.  1.  1. -1. -1. -1.  0.  0., 3
-1.  1. -1.  0.  0.  0. -1.  1.  0., 1
-1.  0.  1. -1.  0.  0.  0.  0.  0., 0.594
-1.  1.  0.  0. -1.  0.  0.  0.  0., 0.594
-1.  0.  0. -1.  1.  0.  0.  0.  0., 0.5965
-1.  1. -1. -1.  1.  0.  0.  0.  0., 1
-1.  0.  1.  0. -1.  0.  0.  0.  0., 0.594
-1.  0.  0.  1. -1.  0.  0.  0.  0., 18.0
-1.  1. -1. -1.  1. -1.  1.  0.  0., 1
-1. -1.  0.  0.  0.  1.  0.  0.  0., 0.594
-1. -1.  1. -1.  0.  1.  0.  0.  0., 0.594
-1. -1.  1. -1.  1.  1.  0. -1.  0., 1
-1. -1.  0.  0.  0.  0.  1.  0.  0., 0.594
-1. -1.  1. -1.  0.  0.  1.  0.  0., 1
-1. -1.  0.  0.  0.  0.  0.  1.  0., 0.594
-1. -1.  1. -1.  0.  0.  0.  1.  0., 0.594
-1. -1.  1. -1.  1. -1.  0.  1.  0., 1
-1. -1.  0.  0.  0.  0.  0.  0.  1., 0.594
-1. -1.  1. -1.  0.  0.  0.  0.  1., 0.594
-1. -1.  1. -1.  1. -1.  0.  0.  1., 1
 1. -1. -1. -1.  1. -1.  1.  0.  0., 1
-1.  1. -1.  0.  0.  0. -1.  0.  1., -0.0905
-1.  0.  0. -1.  0.  1.  0.  0.  0., 0.594
-1.  1. -1. -1.  0.  1.  0.  0.  0., 0.594
-1.  1. -1. -1.  1.  1.  0. -1.  0., 3
-1.  0.  0. -1.  0.  0.  1.  0.  0., 0.594
-1.  1. -1. -1.  0.  0.  1.  0.  0., 0.594
-1.  0.  0. -1.  0.  0.  0.  1.  0., 0.594
-1.  1. -1. -1.  0.  0.  0.  1.  0., 1
-1.  0.  0. -1.  0.  0.  0.  0.  1., 0.594
-1.  1. -1. -1.  0.  0.  0.  0.  1., 0.594
-1.  1. -1. -1.  1. -1.  0.  0.  1., 3
 0. -1.  0. -1.  1.  0.  0.  0.  0., 0.594
 0.  1. -1. -1.  0.  0.  0.  0.  0., 0.5961
 1.  1. -1. -1. -1.  0.  0.  0.  0., -0.0896
-1.  1. -1.  1.  0. -1. -1.  0.  1., 3
-1.  1. -1.  1.  0.  0. -1. -1.  1., 3
 1.  1. -1. -1. -1.  1.  0. -1.  0., 3
 1.  1. -1. -1. -1.  1.  0.  0. -1., 3
 1. -1.  0. -1.  1. -1.  0.  0.  0., 0.594
 0. -1.  1. -1.  0.  0.  0.  0.  0., 0.594
-1.  0.  0.  1.  0. -1.  0.  0.  0., 0.594
-1.  1. -1.  1.  0. -1.  0.  0.  0., 0.594
-1.  0.  0.  0.  1. -1.  0.  0.  0., 0.594
-1.  1. -1.  0.  1. -1.  0.  0.  0., 0.594
-1.  0.  0.  0.  0. -1.  1.  0.  0., 0.594
-1.  1. -1.  0.  0. -1.  1.  0.  0., 0.594
-1.  0.  0.  0.  0. -1.  0.  1.  0., 18.0
-1.  1. -1.  0.  0. -1.  0.  1.  0., 18.0
-1.  0.  1.  0.  0.  0. -1.  0.  0., 0.594
-1.  1.  1.  0. -1.  0. -1.  0.  0., 0.594
-1.  0.  0.  1.  0.  0. -1.  0.  0., 0.5965
-1.  1.  0.  1. -1.  0. -1.  0.  0., 0.5965
-1.  1.  1.  1. -1.  0. -1. -1.  0., 3
 0.  1.  0. -1. -1.  0.  0.  0.  0., 0.594
 1.  0. -1. -1.  0.  0.  0.  0.  0., 0.594
 1.  1. -1. -1.  0. -1.  0.  0.  0., 0.0664
 1.  1. -1. -1.  1. -1. -1.  0.  0., 1
 0. -1.  0. -1.  0.  1.  0.  0.  0., 0.594
 1. -1. -1. -1.  0.  1.  0.  0.  0., 0.594
 1. -1. -1. -1.  1.  1.  0. -1.  0., 3
 0. -1.  0. -1.  0.  0.  1.  0.  0., 0.594
 1. -1. -1. -1.  0.  0.  1.  0.  0., 0.594
 0. -1.  0. -1.  0.  0.  0.  1.  0., 0.5965
 1. -1. -1. -1.  0.  0.  0.  1.  0., 0.594
 1. -1. -1. -1.  1. -1.  0.  1.  0., 1
 0. -1. -1.  0.  1.  0.  0.  0.  0., 0.5965
 1. -1. -1.  0.  1. -1.  0.  0.  0., 0.594
 1. -1. -1.  1.  1. -1. -1.  0.  0., 1
-1.  0.  0.  0.  1.  0. -1.  0.  0., 0.5961
-1. -1.  1.  0.  1.  0. -1.  0.  0., 0.594
-1. -1.  0.  1.  1.  0. -1.  0.  0., 0.594
-1. -1.  1.  1.  1.  0. -1. -1.  0., 1
-1. -1.  0.  0.  1.  1. -1.  0.  0., 1
 0.  0. -1. -1.  0.  0.  0.  1.  0., 0.594
 1. -1. -1. -1. -1.  1.  0.  1.  0., 3
 0. -1.  0. -1.  0.  0.  0.  0.  1., 0.594
 1. -1. -1. -1.  0.  0.  0.  0.  1., 1
 0.  0. -1. -1.  1.  0.  0.  0.  0., 0.594
 0.  1.  0. -1.  0. -1.  0.  0.  0., 0.5943
 0. -1.  1.  0. -1.  0.  0.  0.  0., 0.594
 1. -1.  1.  0. -1. -1.  0.  0.  0., -0.0905
 1. -1.  1.  1. -1. -1. -1.  0.  0., 3
 0. -1. -1.  1.  0.  0.  0.  0.  0., 0.594
 0. -1. -1.  0.  0.  1.  0.  0.  0., 0.594
 1. -1. -1. -1. -1.  1.  1.  0.  0., 3
 0. -1. -1.  0.  0.  0.  1.  0.  0., 0.594
 1. -1. -1. -1.  0.  1.  1. -1.  0., 3
 0. -1. -1.  0.  0.  0.  0.  1.  0., 0.594
 1. -1. -1. -1. -1.  0.  1.  1.  0., 3
 0. -1. -1.  0.  0.  0.  0.  0.  1., 0.594
 1. -1. -1.  1.  0. -1.  0.  0.  0., 0.594
 0. -1.  0.  0.  1. -1.  0.  0.  0., 0.594
 0. -1.  1.  0.  0. -1.  0.  0.  0., 18.0
-1. -1.  0.  0.  1.  0. -1.  1.  0., -0.0905
 1. -1.  1.  1. -1. -1.  0.  0. -1., 1
-1. -1.  1.  0.  1. -1. -1.  1.  0., 3
-1. -1.  1.  0.  1.  0. -1.  1. -1., 3
 0.  1.  0. -1.  0.  0. -1.  0.  0., 0.594
 1.  1. -1. -1.  0.  0. -1.  0.  0., 0.594
 0.  0.  0. -1. -1.  0.  0.  1.  0., 0.594
 1. -1.  0. -1. -1.  0.  0.  1.  0., 0.594
 1. -1.  1. -1. -1.  0. -1.  1.  0., 3
 1.  0.  0. -1. -1.  0.  0.  0.  0., 0.5991
 1. -1.  0. -1. -1.  1.  0.  0.  0., 0.594
 1. -1.  0. -1. -1.  0.  1.  0.  0., 0.084
 1. -1. -1. -1. -1.  0.  1.  0.  1., 1
 0. -1.  1.  0.  0.  0. -1.  0.  0., 0.594
 1. -1.  1.  0. -1.  0. -1.  0.  0., 0.594
 0. -1.  1.  0.  0.  0.  0. -1.  0., 0.5616
-1. -1.  1.  1.  0.  0.  0. -1.  0., 0.594
-1. -1.  1.  1.  1. -1.  0. -1.  0., 1
-1. -1.  1.  0.  1.  0.  0. -1.  0., 0.594
-1. -1.  1.  0.  0.  1.  0. -1.  0., 1
-1. -1.  1. -1.  0.  1.  1. -1.  0., 1
-1. -1.  0.  0.  1.  0. -1.  0.  1., -0.0905
-1. -1.  1.  0.  1. -1. -1.  0.  1., 3
-1. -1.  1.  0.  1.  0. -1. -1.  1., 3
-1. -1.  1.  0.  0.  0.  1. -1.  0., 1
 1.  0. -1. -1. -1.  0.  0.  1.  0., 0.084
-1. -1.  1.  0.  0.  0.  0. -1.  1., 1
 1. -1. -1. -1. -1.  0.  0.  1.  1., 1
-1. -1.  1. -1.  1.  0.  0. -1.  1., 1
-1.  0.  0.  0.  0.  1. -1.  0.  0., 0.5953
-1. -1.  1.  0.  0.  1. -1.  0.  0., 0.594
-1. -1.  0.  1.  0.  1. -1.  0.  0., 0.594
-1. -1.  0.  0.  0.  1. -1.  1.  0., 0.0694
-1. -1.  1.  0. -1.  1. -1.  1.  0., 1
 0. -1.  1.  0.  0.  0.  0.  0. -1., 0.594
 1. -1.  1.  0. -1.  0.  0.  0. -1., 0.594
 0. -1.  1. -1.  1.  0.  0. -1.  0., 0.594
 0. -1.  1.  0.  1. -1.  0. -1.  0., 0.594
 0. -1.  1.  0.  1.  0. -1. -1.  0., 0.594
 1. -1.  1. -1.  1.  0. -1. -1.  0., 1
 0. -1.  1.  0.  1.  0.  0. -1. -1., 0.594
 1. -1.  1. -1.  1.  0.  0. -1. -1., 1
 1.  0.  0. -1.  0. -1.  0.  0.  0., 18.0
 1. -1.  0. -1.  0. -1.  1.  0.  0., 0.594
 1. -1.  1. -1.  0. -1.  1. -1.  0., 1
 1. -1.  0. -1.  0. -1.  0.  1.  0., 0.594
 1. -1.  1. -1.  0. -1. -1.  1.  0., 3
 1. -1.  0. -1.  0. -1.  0.  0.  1., 0.594
 1. -1.  1. -1.  0. -1. -1.  0.  1., 1
-1. -1.  0.  0.  0.  1. -1.  0.  1., 1
-1.  0. -1.  0.  0.  1. -1.  1.  0., 0.0694
 1.  0. -1. -1.  1. -1.  0.  0.  0., 0.594
 1.  0. -1. -1.  0. -1.  1.  0.  0., 18.0
 1.  1. -1. -1.  0. -1.  1. -1.  0., -1
-1. -1.  1.  1.  1.  0.  0. -1. -1., 1
-1.  1. -1.  0.  0.  1. -1.  1. -1., 1
-1. -1.  1.  1. -1. -1.  1.  0.  0., -1
-1.  0.  0.  0.  0.  0. -1.  1.  0., 0.594
-1.  0.  0.  0.  0.  0. -1.  0.  1., 18.0
-1. -1.  1.  0.  0.  0. -1.  0.  1., 0.594
-1. -1.  1.  1. -1.  0. -1.  0.  1., 1
-1. -1.  0.  1.  0.  0. -1.  0.  1., 0.594
-1.  0. -1.  0.  1.  0. -1.  0.  1., 0.594
-1.  1. -1.  0.  1. -1. -1.  0.  1., 3
-1. -1.  0.  0.  0.  0. -1.  1.  1., 18.0
-1. -1.  0.  0.  1. -1. -1.  1.  1., -1
