 0.  0.  0. -1.  1.  0.  0.  0.  0., 0.594
-1.  1.  0. -1.  1.  0.  0.  0.  0., 1
-1.  1. -1. -1.  1.  1.  0.  0.  0., 0.594
 0.  0.  1.  0. -1.  0.  0.  0.  0., 0.594
 0.  0.  0.  1. -1.  0.  0.  0.  0., 18.0
-1.  1.  0.  1. -1.  0.  0.  0.  0., 18.0
-1.  1. -1. -1.  1.  0.  1.  0.  0., 1
 0. -1.  0.  0.  0.  1.  0.  0.  0., 0.594
-1. -1.  1.  0.  0.  1.  0.  0.  0., 0.594
 0. -1.  0.  0.  0.  0.  1.  0.  0., 0.594
-1. -1.  1.  0.  0.  0.  1.  0.  0., 1
 0. -1.  0.  0.  0.  0.  0.  1.  0., 0.594
-1. -1.  1.  0.  0.  0.  0.  1.  0., 0.594
-1. -1.  1. -1.  1.  0.  0.  1.  0., 1
 0. -1.  0.  0.  0.  0.  0.  0.  1., 0.594
-1. -1.  1.  0.  0.  0.  0.  0.  1., 0.594
-1. -1.  1. -1.  1.  0.  0.  0.  1., 1
 1. -1.  0. -1.  1.  0.  0.  0.  0., 0.594
 1. -1. -1. -1.  1.  0.  1.  0.  0., 1
 1. -1. -1. -1.  1. -1.  1.  1.  0., -1
-1.  1.  1.  0. -1. -1.  1.  0.  0., -1
-1.  1.  1.  0. -1. -1.  0.  1.  0., -1
-1.  1.  0.  0.  0.  0. -1.  0.  1., -1
-1.  1. -1.  1.  0.  0. -1.  0.  1., 0.1796
 0.  0.  0. -1.  0.  1.  0.  0.  0., 0.594
-1.  1.  0. -1.  0.  1.  0.  0.  0., 0.594
-1.  1. -1. -1.  1.  1.  1. -1.  0., 3
 0.  0.  0. -1.  0.  0.  1.  0.  0., 0.594
-1.  1.  0. -1.  0.  0.  1.  0.  0., 0.594
 0.  0.  0. -1.  0.  0.  0.  1.  0., 0.594
-1.  1.  0. -1.  0.  0.  0.  1.  0., 1
-1.  1.  1.  0. -1. -1.  0.  0.  1., -1
 0.  0.  0. -1.  0.  0.  0.  0.  1., 0.594
-1.  1.  0. -1.  0.  0.  0.  0.  1., 0.594
-1.  1. -1. -1.  1.  0.  0.  0.  1., 0.594
-1.  1. -1. -1.  1. -1.  1.  0.  1., 3
-1.  1. -1.  0.  1.  0. -1.  0.  1., 0.594
 1.  1. -1. -1.  0.  0.  0.  0.  0., 0.594
 1.  1. -1. -1. -1.  1.  0.  0.  0., 0.1796
 1.  1. -1. -1. -1.  0.  1.  0.  0., -1
-1.  1. -1.  0.  0.  0. -1.  1.  1., -1
 1.  1. -1. -1. -1.  0.  0.  1.  0., -1
-1.  1. -1.  1.  1. -1. -1.  0.  1., 3
-1.  1. -1.  1.  1.  0. -1. -1.  1., 3
 1.  1. -1. -1. -1.  0.  0.  0.  1., -1
 1.  1. -1. -1. -1.  1.  1. -1.  0., 3
 1.  1. -1. -1. -1.  1.  1.  0. -1., 3
 1. -1.  1. -1.  0. -1.  1.  0.  0., 1
 1. -1.  1. -1.  0. -1.  0.  1.  0., 0.594
 1. -1.  1. -1.  0. -1.  0.  0.  1., 1
 0.  0.  0.  1.  0. -1.  0.  0.  0., 0.594
-1.  1.  0.  1.  0. -1.  0.  0.  0., 0.594
-1.  1. -1.  1.  1. -1.  0.  0.  0., 1
 0.  0.  0.  0.  1. -1.  0.  0.  0., 0.594
-1.  1.  0.  0.  1. -1.  0.  0.  0., 0.594
 0.  0.  0.  0.  0. -1.  1.  0.  0., 0.594
-1.  1.  0.  0.  0. -1.  1.  0.  0., 0.594
-1.  1. -1.  1.  0. -1.  1.  0.  0., 0.594
 0.  0.  0.  0.  0. -1.  0.  1.  0., 18.0
-1.  1.  0.  0.  0. -1.  0.  1.  0., 18.0
-1.  1. -1.  1.  0. -1.  0.  1.  0., 18.0
 0.  0.  1.  0.  0.  0. -1.  0.  0., 0.594
-1.  1.  1.  1. -1.  0. -1.  0.  0., 0.5965
 0.  0.  0.  1.  0.  0. -1.  0.  0., 0.5965
-1.  1.  1.  1. -1.  1. -1. -1.  0., -1
-1.  1.  1.  1. -1.  0. -1. -1.  1., 3
 1.  1.  0. -1. -1.  0.  0.  0.  0., -1
 1.  1. -1. -1.  1. -1.  0.  0.  0., 1
 1. -1.  0. -1.  0.  1.  0.  0.  0., 0.594
 1. -1. -1. -1.  1.  1.  1. -1.  0., 3
 1. -1.  0. -1.  0.  0.  1.  0.  0., 0.594
 1. -1.  0. -1.  0.  0.  0.  1.  0., 0.5965
 1. -1. -1. -1.  1.  0.  0.  1.  0., 1
 0. -1.  1. -1.  1.  0.  0.  0.  0., 1
 1. -1. -1.  1.  1. -1.  0.  0.  0., 1
 1. -1. -1.  1.  1. -1. -1.  1.  0., -1
 0.  0.  0.  0.  1.  0. -1.  0.  0., 0.5972
-1.  0.  1.  0.  1.  0. -1.  0.  0., 0.594
-1. -1.  1.  1.  1.  0. -1.  0.  0., 1
-1.  0.  0.  1.  1.  0. -1.  0.  0., 0.594
-1.  0.  0.  0.  1.  1. -1.  0.  0., 1
-1. -1.  1.  0.  1.  1. -1.  0.  0., -1
 1.  0. -1. -1.  0.  0.  0.  1.  0., 0.594
 1. -1. -1. -1.  0.  1.  0.  1.  0., 0.594
 1. -1. -1. -1. -1.  1.  1.  1.  0., 3
 1. -1.  0. -1.  0.  0.  0.  0.  1., 1
 1.  0. -1. -1.  1.  0.  0.  0.  0., 0.594
 1.  1.  0. -1.  0. -1.  0.  0.  0., -1
 1.  1. -1. -1.  0. -1.  1.  0.  0., 18.0
 1.  1. -1. -1.  0. -1.  0.  1.  0., -1
 1.  1. -1. -1.  0. -1.  0.  0.  1., -1
 1. -1.  0.  1. -1.  0.  0.  0.  0., 1
 1. -1.  1.  1. -1. -1.  0.  0.  0., 1
 1. -1.  1.  1. -1. -1. -1.  1.  0., 3
 1. -1. -1.  0.  0.  1.  0.  0.  0., 0.594
 1. -1. -1. -1.  0.  1.  1.  0.  0., 0.594
 1. -1. -1.  0.  0.  0.  1.  0.  0., 0.594
 1. -1. -1.  0.  0.  0.  0.  1.  0., 0.594
 1. -1. -1. -1.  0.  0.  1.  1.  0., 0.594
 1. -1. -1.  0.  0.  0.  0.  0.  1., 1
 1. -1.  0.  1.  0. -1.  0.  0.  0., 0.594
 1. -1.  0.  0.  1. -1.  0.  0.  0., 0.594
 1. -1. -1.  0.  1. -1.  1.  0.  0., 1
 1. -1.  1.  0. -1. -1.  1.  0.  0., -1
 1. -1.  1.  0. -1. -1.  0.  1.  0., -1
 1. -1.  1.  0. -1. -1.  0.  0.  1., -1
-1.  0.  0.  0.  1.  0. -1.  1.  0., 0.5961
-1. -1.  1.  0.  1.  0. -1.  1.  0., 0.1796
-1. -1.  0.  1.  1.  0. -1.  1.  0., -1
-1. -1.  0.  0.  1.  1. -1.  1.  0., -1
-1. -1.  0.  0.  1.  0. -1.  1.  1., 18.0
-1. -1.  1.  1.  1.  0. -1.  1. -1., 3
 1.  1.  0. -1.  0.  0. -1.  0.  0., 0.594
 1.  1. -1. -1.  1.  0. -1.  0.  0., 1
 1.  0.  0. -1. -1.  0.  0.  1.  0., 0.5991
 1.  0.  1. -1. -1.  0.  0.  0.  0., 0.594
 1.  0.  0. -1. -1.  1.  0.  0.  0., 0.594
 1.  0.  0. -1. -1.  0.  1.  0.  0., 0.5991
 1. -1.  0. -1. -1.  1.  1.  0.  0., -1
 1. -1.  0. -1. -1.  0.  1.  1.  0., -1
 1. -1.  0. -1. -1.  0.  1.  0.  1., 1
 1. -1. -1. -1. -1.  1.  1.  0.  1., -1
 1. -1.  1.  1. -1.  0. -1.  0.  0., 0.594
 0. -1.  1.  1.  0.  0.  0. -1.  0., -1
-1. -1.  1.  1.  1.  0.  0. -1.  0., 1
 0. -1.  1.  0.  1.  0.  0. -1.  0., 0.5881
 0. -1.  1.  0.  0.  1.  0. -1.  0., 1
-1. -1.  1.  1.  0.  1.  0. -1.  0., -1
-1. -1.  1.  0.  1.  1.  0. -1.  0., 1
-1. -1.  1.  0.  0.  1.  1. -1.  0., 1
-1.  0.  0.  0.  1.  0. -1.  0.  1., 0.594
-1. -1.  1.  0.  1.  0. -1.  0.  1., 0.1796
-1. -1.  0.  1.  1.  0. -1.  0.  1., -1
-1. -1.  0.  0.  1.  1. -1.  0.  1., -1
-1. -1.  1.  1.  1. -1. -1.  0.  1., 3
-1. -1.  1.  1.  1.  0. -1. -1.  1., 3
 0. -1.  1.  0.  0.  0.  1. -1.  0., 1
-1. -1.  1.  1.  0.  0.  1. -1.  0., -1
 0. -1.  1.  0.  0.  0.  0. -1.  1., 1
-1. -1.  1.  1.  0.  0.  0. -1.  1., -1
 1.  0. -1. -1. -1.  1.  0.  1.  0., -1
 1.  0. -1. -1. -1.  0.  1.  1.  0., -1
 1.  0. -1. -1. -1.  0.  0.  1.  1., 1
 1. -1. -1. -1. -1.  1.  0.  1.  1., -1
-1. -1.  1.  0.  1.  0.  0. -1.  1., 1
 0.  0.  0.  0.  0.  1. -1.  0.  0., 0.5985
-1.  0.  1.  0.  0.  1. -1.  0.  0., 0.594
-1. -1.  1.  1.  0.  1. -1.  0.  0., 1
-1.  0.  0.  1.  0.  1. -1.  0.  0., 0.594
-1.  0.  0.  0.  0.  1. -1.  1.  0., 0.5955
-1. -1.  1.  0.  0.  1. -1.  1.  0., 1
-1. -1.  0.  1.  0.  1. -1.  1.  0., -1
-1. -1.  0.  0.  0.  1. -1.  1.  1., -1
 1. -1.  1.  1. -1.  0.  0.  0. -1., 1
 1. -1.  1.  0.  1. -1.  0. -1.  0., 1
 1. -1.  1.  0.  1.  0. -1. -1.  0., 1
 1. -1.  1. -1.  1.  1. -1. -1.  0., -1
 1. -1.  1.  0.  1.  0.  0. -1. -1., 1
 1. -1.  1. -1.  1.  1.  0. -1. -1., -1
 1.  0.  1. -1.  0. -1.  0.  0.  0., -1
 1.  0.  0. -1.  1. -1.  0.  0.  0., 0.594
 1. -1.  0. -1.  1. -1.  1.  0.  0., 1
 1.  0.  0. -1.  0. -1.  1.  0.  0., 18.0
 1.  0.  0. -1.  0. -1.  0.  1.  0., 0.594
 1.  0.  0. -1.  0. -1.  0.  0.  1., 0.594
-1.  0.  0.  0.  0.  1. -1.  0.  1., 1
 1.  1. -1. -1.  1. -1.  1. -1.  0., -1
-1.  0. -1.  1.  0.  1. -1.  1.  0., -1
 1.  1. -1. -1.  0. -1.  1. -1.  1., -1
-1.  0. -1.  0.  1.  1. -1.  1.  0., -1
-1.  0. -1.  0.  0.  1. -1.  1.  1., -1
 0. -1.  1.  1.  1.  0. -1. -1.  0., 1
 0. -1.  1.  1.  1.  0.  0. -1. -1., 1
 0. -1.  1. -1.  1.  1.  0. -1.  0., 1
 0. -1.  1.  1.  1. -1.  0. -1.  0., 1
-1.  1. -1.  1.  0.  1. -1.  1. -1., -1
 0. -1.  1.  1.  0. -1.  0.  0.  0., 18.0
-1. -1.  1.  1.  0. -1.  1.  0.  0., 18.0
-1. -1.  1.  1. -1. -1.  1.  1.  0., -1
-1. -1.  1.  1. -1. -1.  1.  0.  1., -1
 0.  0.  0.  0.  0.  0. -1.  1.  0., 0.594
 0.  0.  0.  0.  0.  0. -1.  0.  1., 18.0
-1.  0.  1.  0.  0.  0. -1.  0.  1., 0.594
-1. -1.  1.  1.  0.  0. -1.  0.  1., 1
-1.  0.  0.  1.  0.  0. -1.  0.  1., 0.594
-1.  0.  0.  0.  0.  0. -1.  1.  1., 18.0
-1. -1.  1.  0.  0.  0. -1.  1.  1., -1
-1. -1.  0.  1.  0.  0. -1.  1.  1., -1
-1. -1.  1.  0.  1. -1. -1.  1.  1., -1
-1. -1.  0.  1.  1. -1. -1.  1.  1., -1
